Measure|Data Type|Template Id|Data Type Value Set|Data Type Value OID|Attribute
BreastCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Palliative Care Intervention|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.2224|code
BreastCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|completed||status
BreastCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|in-progress||status
BreastCancerScreeningsFHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|Frailty Device|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1530|code
BreastCancerScreeningsFHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|active||status
BreastCancerScreeningsFHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|on-hold||status
BreastCancerScreeningsFHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|completed||status
BreastCancerScreeningsFHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|||intent
BreastCancerScreeningsFHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|||authoredOn
BreastCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|Frailty Device|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1530|code
BreastCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Frailty Diagnosis|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1531|code
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Frailty Encounter|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1532|type
BreastCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|Frailty Symptom|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1533|code
BreastCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|preliminary||status
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Acute Inpatient|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1810|type
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||diagnosis
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||diagnosis.condition
BreastCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Advanced Illness|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1465|code
BreastCancerScreeningsFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Dementia Medications|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1729|medication
BreastCancerScreeningsFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||status
BreastCancerScreeningsFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||intent
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Outpatient|outpatient:MedicationRequestCategory|type
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Observation|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1191|type
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Emergency Department Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.292|type
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Nonacute Inpatient|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1189|type
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Care Services in Long-Term Residential Facility|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1014|type
BreastCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Nursing Facility Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1012|type
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Encounter Inpatient|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.666.5.307|type
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||period
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Diabetes|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.103.12.1001|code
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|confirmed|confirmed:ConditionVerificationStatusCodes|verificationStatus
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|active|active:ConditionClinicalStatusCodes|clinicalStatus
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|recurrence|recurrence:ConditionClinicalStatusCodes|clinicalStatus
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|relapse|relapse:ConditionClinicalStatusCodes|clinicalStatus
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||onset
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||abatement
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||recordedDate
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|Hypoglycemics Treatment Medications|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1196.394|medication
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|||status
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|||effective
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|Glucose lab test|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1045.134|code
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||effective
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||status
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||value
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||encounter
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|Payer|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.114222.4.11.3591|type
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|||period
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Observation Services|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1111.143|type
HospitalHarmHyperglycemiainHospitalizedPatientsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Emergency Department Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.292|type
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Online Assessments|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1446|type
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||status
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||period
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Telephone Visits|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1246|type
ColorectalCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Malignant Neoplasm of Colon|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.12.1001|code
ColorectalCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|active|active:ConditionClinicalStatusCodes|clinicalStatus
ColorectalCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|recurrence|recurrence:ConditionClinicalStatusCodes|clinicalStatus
ColorectalCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|relapse|relapse:ConditionClinicalStatusCodes|clinicalStatus
ColorectalCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||onset
ColorectalCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||abatement
ColorectalCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||recordedDate
ColorectalCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Total Colectomy|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1019|code
ColorectalCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|||status
ColorectalCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|||performed
ColorectalCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Total Colectomy ICD9|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.11.1136|code
ColorectalCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|Fecal Occult Blood Test (FOBT)|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1011|code
ColorectalCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||effective
ColorectalCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||value
ColorectalCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||category
ColorectalCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|final||status
ColorectalCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|amended||status
ColorectalCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|corrected||status
ColorectalCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||category.coding
ColorectalCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|FIT DNA|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.12.1039|code
ColorectalCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|CT Colonography|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.12.1038|code
ColorectalCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|appended||status
ColorectalCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Flexible Sigmoidoscopy|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.198.12.1010|code
ColorectalCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Colonoscopy|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.108.12.1020|code
ColorectalCancerScreeningsFHIR.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|Payer|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.114222.4.11.3591|type
ColorectalCancerScreeningsFHIR.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|||period
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Office Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1001|type
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Annual Wellness Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1240|type
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Preventive Care Services - Established Office Visit, 18 and Up|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1025|type
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Preventive Care Services-Initial Office Visit, 18 and Up|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1023|type
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Home Healthcare Services|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1016|type
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Encounter Inpatient|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.666.5.307|type
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Discharge to home for hospice care (procedure)|428361000124107:SNOMEDCT:2017-09|hospitalization
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Discharge to healthcare facility for hospice care (procedure)|428371000124100:SNOMEDCT:2017-09|hospitalization
ColorectalCancerScreeningsFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|Hospice care ambulatory|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1108.15|code
ColorectalCancerScreeningsFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|active||status
ColorectalCancerScreeningsFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|completed||status
ColorectalCancerScreeningsFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||intent
ColorectalCancerScreeningsFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||authoredOn
ColorectalCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Hospice care ambulatory|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1108.15|code
ColorectalCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|Functional Assessment of Chronic Illness Therapy - Palliative Care Questionnaire (FACIT-Pal)|71007-9:LOINC|code
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Palliative Care Encounter|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1450|type
ColorectalCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Palliative Care Intervention|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.2224|code
ColorectalCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|completed||status
ColorectalCancerScreeningsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|in-progress||status
ColorectalCancerScreeningsFHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|Frailty Device|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1530|code
ColorectalCancerScreeningsFHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|active||status
ColorectalCancerScreeningsFHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|on-hold||status
ColorectalCancerScreeningsFHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|completed||status
ColorectalCancerScreeningsFHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|||intent
ColorectalCancerScreeningsFHIR.xml|DeviceRequest|http://hl7.org/fhir/StructureDefinition/DeviceRequest|||authoredOn
ColorectalCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|Frailty Device|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1530|code
ColorectalCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Frailty Diagnosis|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1531|code
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Frailty Encounter|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1532|type
ColorectalCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|Frailty Symptom|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1533|code
ColorectalCancerScreeningsFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|preliminary||status
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Acute Inpatient|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1810|type
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||diagnosis
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||diagnosis.condition
ColorectalCancerScreeningsFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Advanced Illness|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1465|code
ColorectalCancerScreeningsFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Dementia Medications|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1729|medication
ColorectalCancerScreeningsFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||status
ColorectalCancerScreeningsFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||intent
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Outpatient|outpatient:MedicationRequestCategory|type
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Observation|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1191|type
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Emergency Department Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.292|type
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Nonacute Inpatient|https://www.ncqa.org/fhir/valueset/2.16.840.1.113883.3.464.1004.1189|type
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Care Services in Long-Term Residential Facility|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1014|type
ColorectalCancerScreeningsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Nursing Facility Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1012|type
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Schedule II & III Opioid Medications|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1111.165|medication
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||authoredOn
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||status
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||intent
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Schedule IV Benzodiazepines|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1125.1|medication
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Discharge|discharge:MedicationRequestCategory|category
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|All Primary and Secondary Cancer|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1111.161|code
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|active|active:ConditionClinicalStatusCodes|clinicalStatus
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|recurrence|recurrence:ConditionClinicalStatusCodes|clinicalStatus
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|relapse|relapse:ConditionClinicalStatusCodes|clinicalStatus
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||onset
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||abatement
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||recordedDate
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|Palliative or Hospice Care|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.600.1.1579|code
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||authoredOn
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||intent
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Palliative or Hospice Care|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.600.1.1579|code
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|||performed
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Encounter Inpatient|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.666.5.307|type
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||period
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||status
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Discharge To Acute Care Facility|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.87|hospitalization
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Hospice Care Referral or Admission|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1116.365|hospitalization
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Patient Expired|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.309|hospitalization
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|Payer|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.114222.4.11.3591|type
SafeUseofOpioidsConcurrentPrescribingFHIR.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|||period
